p4_file,table_size,exact_count,wildcard_count,table_memory_estimate_bytes,
2_2_1_1_2_1_1_0_6835.p4,6835,1,7,191380,
1_2_0_0_2_2_1_1_7012.p4,7012,2,6,196336,
1_1_1_2_1_1_0_0_3560.p4,3560,2,6,99680,
2_2_1_1_2_1_0_0_6735.p4,6735,2,6,188580,
1_2_0_0_2_0_0_0_3187.p4,3187,5,3,89236,
0_1_1_0_2_0_1_0_4642.p4,4642,4,4,129976,
2_2_1_1_0_1_1_0_1093.p4,1093,2,6,30604,
0_1_1_1_2_1_0_1_8162.p4,8162,2,6,228536,
0_1_1_0_2_2_0_0_5729.p4,5729,4,4,160412,
0_0_0_2_1_0_0_1_2161.p4,2161,5,3,60508,
1_1_0_2_1_1_1_1_7446.p4,7446,1,7,208488,
1_0_1_2_2_1_0_0_509.p4,509,3,5,14252,
2_1_1_1_0_1_1_1_5628.p4,5628,1,7,157584,
0_0_1_2_1_0_1_1_2989.p4,2989,3,5,83692,
0_2_1_1_2_1_0_1_1609.p4,1609,2,6,45052,
0_2_0_0_2_2_1_0_2619.p4,2619,4,4,73332,
2_1_1_1_1_0_0_0_4964.p4,4964,3,5,138992,
0_0_1_2_2_2_0_1_5884.p4,5884,3,5,164752,
1_0_1_0_0_0_0_1_682.p4,682,5,3,19096,
0_1_1_0_2_2_1_0_1962.p4,1962,3,5,54936,
2_2_1_0_1_0_1_0_5141.p4,5141,3,5,143948,
2_1_0_2_2_0_1_0_3760.p4,3760,3,5,105280,
2_1_0_2_1_2_0_1_5475.p4,5475,2,6,153300,
0_1_0_0_0_0_0_1_3804.p4,3804,6,2,106512,
2_2_0_2_0_0_1_0_6754.p4,6754,4,4,189112,
0_2_1_1_0_0_1_0_3619.p4,3619,4,4,101332,
2_2_1_0_0_1_1_0_3070.p4,3070,3,5,85960,
0_0_0_0_1_1_0_1_6102.p4,6102,5,3,170856,
1_2_0_1_0_1_0_0_2644.p4,2644,4,4,74032,
0_2_0_0_1_2_0_0_437.p4,437,5,3,12236,
1_2_0_1_0_1_1_0_2470.p4,2470,3,5,69160,
1_0_0_1_2_2_0_1_5425.p4,5425,3,5,151900,
2_0_1_0_0_0_0_1_1111.p4,1111,5,3,31108,
1_1_1_2_1_2_0_0_1717.p4,1717,2,6,48076,
2_2_0_0_1_0_1_0_7089.p4,7089,4,4,198492,
1_0_1_1_2_0_0_0_5610.p4,5610,4,4,157080,
2_1_1_0_0_0_0_1_4808.p4,4808,4,4,134624,
0_2_0_1_1_0_0_0_325.p4,325,5,3,9100,
2_0_0_2_2_0_0_1_6428.p4,6428,4,4,179984,
1_1_1_1_0_1_1_1_4651.p4,4651,1,7,130228,
1_1_1_1_2_2_1_1_4203.p4,4203,0,8,117684,
1_1_1_1_2_1_1_1_7272.p4,7272,0,8,203616,
0_1_1_0_0_0_0_1_7591.p4,7591,5,3,212548,
2_1_1_0_1_2_0_1_3837.p4,3837,2,6,107436,
1_0_1_1_1_0_1_1_2274.p4,2274,2,6,63672,
1_2_1_1_2_0_1_1_4636.p4,4636,1,7,129808,
1_0_1_1_2_1_1_0_177.p4,177,2,6,4956,
2_2_0_2_1_0_1_0_3094.p4,3094,3,5,86632,
0_2_0_2_1_0_1_1_6581.p4,6581,3,5,184268,
2_2_0_0_0_2_1_0_3717.p4,3717,4,4,104076,
0_1_1_0_1_1_1_0_6524.p4,6524,3,5,182672,
2_1_1_1_1_1_0_1_728.p4,728,1,7,20384,
0_0_1_0_0_1_0_1_4175.p4,4175,5,3,116900,
2_0_1_0_2_2_1_1_2276.p4,2276,2,6,63728,
1_1_1_2_2_1_0_0_1998.p4,1998,2,6,55944,
1_1_0_1_0_2_1_0_309.p4,309,3,5,8652,
2_0_0_0_2_1_0_0_2470.p4,2470,5,3,69160,
1_2_0_0_0_2_0_1_4521.p4,4521,4,4,126588,
1_1_0_0_0_0_1_0_1887.p4,1887,5,3,52836,
0_0_0_0_0_3_0_0_5708.p4,5708,7,0,131284,
2_0_1_0_0_2_1_0_5205.p4,5205,4,4,145740,
1_1_0_2_0_1_0_1_313.p4,313,3,5,8764,
2_2_1_2_2_2_1_0_2004.p4,2004,1,7,56112,
1_0_1_1_0_2_1_0_4180.p4,4180,3,5,117040,
2_2_0_0_1_0_1_1_1581.p4,1581,3,5,44268,
0_1_1_0_1_2_1_0_2169.p4,2169,3,5,60732,
0_1_0_0_2_2_1_1_1176.p4,1176,3,5,32928,
1_1_1_0_1_1_1_1_7992.p4,7992,1,7,223776,
1_1_1_1_0_0_0_0_1926.p4,1926,4,4,53928,
0_0_0_0_0_1_1_1_3245.p4,3245,5,3,90860,
1_1_0_2_1_2_0_0_2641.p4,2641,3,5,73948,
0_0_0_2_1_2_0_1_4385.p4,4385,4,4,122780,
0_0_1_0_2_0_0_1_989.p4,989,5,3,27692,
2_0_1_2_0_2_0_1_1839.p4,1839,3,5,51492,
0_0_0_0_0_0_3_0_2827.p4,2827,7,0,65021,
1_0_0_2_1_2_0_1_2623.p4,2623,3,5,73444,
2_2_0_0_1_1_0_0_7042.p4,7042,4,4,197176,
1_1_1_1_0_2_1_1_7427.p4,7427,1,7,207956,
1_1_1_2_2_1_1_1_3759.p4,3759,0,8,105252,
0_2_0_2_1_0_0_1_2818.p4,2818,4,4,78904,
0_0_1_1_2_2_0_1_442.p4,442,3,5,12376,
1_1_1_2_1_0_0_0_5021.p4,5021,3,5,140588,
2_1_0_2_2_0_1_0_6670.p4,6670,3,5,186760,
0_2_0_1_1_0_0_1_7815.p4,7815,4,4,218820,
2_0_1_1_1_1_1_0_7945.p4,7945,2,6,222460,
2_1_0_1_1_0_1_0_4075.p4,4075,3,5,114100,
0_1_0_0_0_2_0_1_2987.p4,2987,5,3,83636,
0_2_0_2_1_0_0_1_2978.p4,2978,4,4,83384,
1_2_1_0_1_1_0_0_4366.p4,4366,3,5,122248,
0_1_0_2_2_0_1_0_5630.p4,5630,4,4,157640,
1_2_1_2_2_1_1_1_155.p4,155,0,8,4340,
0_0_1_0_2_0_0_0_8108.p4,8108,6,2,227024,
1_2_0_2_0_0_1_0_4603.p4,4603,4,4,128884,
1_0_0_1_2_1_1_1_7671.p4,7671,2,6,214788,
2_0_0_0_1_2_0_1_3804.p4,3804,4,4,106512,
2_2_0_1_1_0_1_0_127.p4,127,3,5,3556,
0_2_1_0_2_0_0_1_7138.p4,7138,4,4,199864,
1_2_1_0_1_1_0_1_5790.p4,5790,2,6,162120,
1_1_0_2_1_2_1_1_536.p4,536,1,7,15008,
1_0_0_2_1_0_1_1_5486.p4,5486,3,5,153608,
0_1_1_1_2_2_1_0_5522.p4,5522,2,6,154616,
0_1_1_0_1_0_0_1_4839.p4,4839,4,4,135492,
0_2_1_0_0_2_1_1_1885.p4,1885,3,5,52780,
1_1_0_0_2_2_0_1_1198.p4,1198,3,5,33544,
1_2_1_0_2_2_1_0_5180.p4,5180,2,6,145040,
2_0_0_2_2_0_1_0_2525.p4,2525,4,4,70700,
0_0_1_1_2_1_1_1_3581.p4,3581,2,6,100268,
0_1_0_2_1_1_0_0_4288.p4,4288,4,4,120064,
1_0_0_2_0_0_1_1_7355.p4,7355,4,4,205940,
2_2_1_1_2_0_1_1_3510.p4,3510,1,7,98280,
1_0_1_1_2_0_1_1_4011.p4,4011,2,6,112308,
2_0_1_0_1_0_0_1_3840.p4,3840,4,4,107520,
0_2_1_0_0_1_0_0_6984.p4,6984,5,3,195552,
2_1_1_1_0_0_1_1_4087.p4,4087,2,6,114436,
1_1_1_2_2_2_1_0_7512.p4,7512,1,7,210336,
1_0_1_2_2_1_1_1_4839.p4,4839,1,7,135492,
1_0_0_1_2_1_1_1_5671.p4,5671,2,6,158788,
0_2_1_2_2_2_1_0_2590.p4,2590,2,6,72520,
2_1_0_1_2_1_1_1_5307.p4,5307,1,7,148596,
2_0_0_2_0_0_1_0_3366.p4,3366,5,3,94248,
0_2_1_1_1_0_1_0_7471.p4,7471,3,5,209188,
2_1_0_2_1_1_0_1_2893.p4,2893,2,6,81004,
1_1_1_0_2_0_0_1_6181.p4,6181,3,5,173068,
1_2_1_2_0_2_1_1_3827.p4,3827,1,7,107156,
0_2_1_0_0_2_0_1_848.p4,848,4,4,23744,
1_0_1_0_2_1_1_0_1509.p4,1509,3,5,42252,
2_2_1_2_0_2_1_1_3928.p4,3928,1,7,109984,
1_0_1_1_0_1_0_0_2936.p4,2936,4,4,82208,
1_1_1_2_1_0_1_1_6802.p4,6802,1,7,190456,
0_0_0_2_0_2_1_0_7297.p4,7297,5,3,204316,
0_0_0_0_0_0_0_0_7351.p4,7351,8,0,169073,
1_1_0_2_2_0_0_1_6167.p4,6167,3,5,172676,
1_1_1_2_2_1_1_1_2535.p4,2535,0,8,70980,
0_2_1_0_1_2_1_0_7681.p4,7681,3,5,215068,
0_2_0_1_0_2_1_1_6924.p4,6924,3,5,193872,
1_0_1_0_0_2_0_1_4073.p4,4073,4,4,114044,
1_2_0_2_1_1_0_0_3664.p4,3664,3,5,102592,
2_1_1_0_0_0_1_0_328.p4,328,4,4,9184,
2_1_0_1_2_2_0_1_193.p4,193,2,6,5404,
2_1_0_1_0_1_1_0_5032.p4,5032,3,5,140896,
0_1_1_0_2_1_1_0_4019.p4,4019,3,5,112532,
1_0_1_1_2_2_1_0_4907.p4,4907,2,6,137396,
0_1_0_2_1_0_1_0_4948.p4,4948,4,4,138544,
1_0_1_0_1_0_0_1_3385.p4,3385,4,4,94780,
1_2_1_2_2_1_0_1_639.p4,639,1,7,17892,
1_1_1_1_1_1_0_1_5317.p4,5317,1,7,148876,
2_2_0_1_0_1_0_1_6833.p4,6833,3,5,191324,
2_0_0_1_2_0_0_1_5091.p4,5091,4,4,142548,
1_1_1_0_1_0_1_1_1524.p4,1524,2,6,42672,
0_0_1_2_2_2_0_0_6792.p4,6792,4,4,190176,
2_0_1_0_0_0_0_1_627.p4,627,5,3,17556,
1_0_1_0_2_1_1_1_7387.p4,7387,2,6,206836,
1_0_1_2_1_2_1_1_3416.p4,3416,1,7,95648,
1_1_0_2_1_0_1_0_7535.p4,7535,3,5,210980,
1_2_0_0_2_1_0_1_1919.p4,1919,3,5,53732,
2_2_0_0_2_2_1_0_766.p4,766,3,5,21448,
0_1_1_2_2_0_0_1_831.p4,831,3,5,23268,
0_2_0_1_1_0_0_1_681.p4,681,4,4,19068,
2_0_0_0_2_0_0_0_6787.p4,6787,6,2,190036,
2_2_0_2_0_1_1_1_5925.p4,5925,2,6,165900,
0_0_1_2_0_1_1_1_339.p4,339,3,5,9492,
1_1_1_1_0_1_1_0_3923.p4,3923,2,6,109844,
0_0_0_0_1_1_1_0_2474.p4,2474,5,3,69272,
2_2_1_1_1_1_0_0_5244.p4,5244,2,6,146832,
1_1_1_1_0_2_0_0_4084.p4,4084,3,5,114352,
0_1_1_2_2_2_0_0_692.p4,692,3,5,19376,
2_1_0_2_0_2_0_0_4056.p4,4056,4,4,113568,
0_2_0_0_1_0_0_1_807.p4,807,5,3,22596,
0_2_1_0_0_0_1_0_3430.p4,3430,5,3,96040,
1_0_0_2_1_0_1_0_5265.p4,5265,4,4,147420,
0_1_0_1_2_2_0_1_7015.p4,7015,3,5,196420,
0_0_0_2_1_1_1_1_2127.p4,2127,3,5,59556,
2_0_1_2_1_0_1_0_6700.p4,6700,3,5,187600,
2_2_0_0_0_0_1_1_4293.p4,4293,4,4,120204,
2_2_0_1_1_2_1_0_93.p4,93,2,6,2604,
2_2_0_1_0_2_1_1_3232.p4,3232,2,6,90496,
1_2_1_2_0_1_0_0_1099.p4,1099,3,5,30772,
1_0_0_1_2_2_0_1_493.p4,493,3,5,13804,
0_2_0_2_0_0_1_0_804.p4,804,5,3,22512,
0_0_0_0_2_2_1_0_5882.p4,5882,5,3,164696,
0_1_1_1_1_0_0_0_4826.p4,4826,4,4,135128,
1_2_0_2_1_2_1_0_3658.p4,3658,2,6,102424,
0_1_0_1_2_2_0_1_6550.p4,6550,3,5,183400,
0_1_1_0_0_2_0_0_3927.p4,3927,5,3,109956,
0_1_0_2_1_1_0_1_3497.p4,3497,3,5,97916,
0_0_0_2_2_1_1_1_6464.p4,6464,3,5,180992,
2_2_0_1_1_0_1_0_1103.p4,1103,3,5,30884,
2_2_1_0_1_0_1_0_1467.p4,1467,3,5,41076,
1_2_1_2_0_2_1_0_1620.p4,1620,2,6,45360,
0_2_0_1_1_2_1_1_3745.p4,3745,2,6,104860,
0_0_1_0_2_0_0_0_6420.p4,6420,6,2,179760,
1_0_0_2_1_2_0_0_7592.p4,7592,4,4,212576,
0_2_0_0_1_2_1_0_3921.p4,3921,4,4,109788,
2_1_0_0_2_0_0_1_3916.p4,3916,4,4,109648,
0_2_0_2_1_2_1_0_1812.p4,1812,3,5,50736,
0_0_1_0_0_1_1_1_716.p4,716,4,4,20048,
1_1_1_2_0_1_0_0_5293.p4,5293,3,5,148204,
1_2_1_0_2_2_0_0_3357.p4,3357,3,5,93996,
1_2_0_2_1_1_0_1_7619.p4,7619,2,6,213332,
1_2_1_1_1_0_0_1_363.p4,363,2,6,10164,
1_2_0_0_2_1_0_0_5388.p4,5388,4,4,150864,
0_2_0_0_1_1_1_1_3316.p4,3316,3,5,92848,
0_0_1_2_2_1_0_0_2549.p4,2549,4,4,71372,
0_0_0_2_0_0_1_0_6155.p4,6155,6,2,172340,
0_0_0_0_0_2_1_1_2130.p4,2130,5,3,59640,
0_0_0_0_0_2_1_1_4660.p4,4660,5,3,130480,
0_2_1_1_1_0_1_1_4504.p4,4504,2,6,126112,
2_0_1_2_0_2_0_0_3164.p4,3164,4,4,88592,
0_2_1_1_1_2_1_1_4988.p4,4988,1,7,139664,
2_2_0_2_0_2_1_0_7077.p4,7077,3,5,198156,
1_2_0_1_1_0_0_1_1025.p4,1025,3,5,28700,
2_2_0_2_1_1_1_1_6457.p4,6457,1,7,180796,
2_1_1_2_1_0_0_0_4125.p4,4125,3,5,115500,
2_0_1_0_0_2_1_1_3301.p4,3301,3,5,92428,
2_1_1_1_1_1_0_1_5660.p4,5660,1,7,158480,
0_2_0_1_0_0_1_1_5617.p4,5617,4,4,157276,
2_0_0_1_1_1_0_0_5245.p4,5245,4,4,146860,
1_1_1_1_0_2_1_1_4827.p4,4827,1,7,135156,
1_0_1_0_1_1_0_1_7329.p4,7329,3,5,205212,
2_0_1_0_1_1_0_0_3007.p4,3007,4,4,84196,
0_0_1_0_1_1_1_1_3242.p4,3242,3,5,90776,
2_0_1_1_1_0_0_0_2032.p4,2032,4,4,56896,
0_0_1_0_1_0_0_1_6334.p4,6334,5,3,177352,
0_1_1_0_0_2_0_1_589.p4,589,4,4,16492,
2_2_1_1_0_2_1_0_7175.p4,7175,2,6,200900,
2_1_1_1_2_1_0_0_3147.p4,3147,2,6,88116,
1_2_1_0_1_1_0_1_1587.p4,1587,2,6,44436,
2_0_1_1_0_1_1_1_604.p4,604,2,6,16912,
1_0_1_2_2_0_0_0_65.p4,65,4,4,1820,
2_1_1_0_2_0_1_1_7596.p4,7596,2,6,212688,
1_1_0_1_2_1_1_1_6477.p4,6477,1,7,181356,
2_2_1_0_1_2_0_0_7565.p4,7565,3,5,211820,
0_1_0_1_2_0_0_0_1475.p4,1475,5,3,41300,
0_2_0_0_0_1_0_1_2510.p4,2510,5,3,70280,
0_0_1_0_2_1_0_0_2923.p4,2923,5,3,81844,
2_2_0_2_0_0_1_0_2512.p4,2512,4,4,70336,
1_0_0_0_0_0_0_1_4209.p4,4209,6,2,117852,
2_1_1_0_2_1_1_0_3251.p4,3251,2,6,91028,
0_1_1_0_1_1_1_0_6252.p4,6252,3,5,175056,
2_1_0_2_2_1_1_1_791.p4,791,1,7,22148,
1_0_1_0_0_2_0_1_2719.p4,2719,4,4,76132,
2_1_0_0_0_0_1_0_850.p4,850,5,3,23800,
0_2_1_0_0_1_0_0_4914.p4,4914,5,3,137592,
2_2_1_0_0_2_1_0_2753.p4,2753,3,5,77084,
1_0_1_0_1_0_0_0_3339.p4,3339,5,3,93492,
0_0_0_0_2_1_0_1_7322.p4,7322,5,3,205016,
2_0_1_2_1_0_1_1_7682.p4,7682,2,6,215096,
1_2_1_2_1_1_1_1_1557.p4,1557,0,8,43596,
2_2_1_1_0_1_0_1_849.p4,849,2,6,23772,
0_2_1_2_0_0_1_0_336.p4,336,4,4,9408,
2_1_0_0_1_0_0_1_7153.p4,7153,4,4,200284,
2_0_1_1_1_2_0_0_2255.p4,2255,3,5,63140,
2_0_0_0_0_0_1_0_6673.p4,6673,6,2,186844,
1_2_1_1_2_1_1_0_1171.p4,1171,1,7,32788,
0_2_0_0_1_2_1_1_5412.p4,5412,3,5,151536,
1_1_0_0_0_1_1_1_1167.p4,1167,3,5,32676,
1_2_0_2_2_2_0_1_4020.p4,4020,2,6,112560,
2_1_0_1_0_1_0_0_3713.p4,3713,4,4,103964,
0_0_0_0_0_0_1_1_1164.p4,1164,6,2,32592,
0_1_1_2_2_0_1_0_2073.p4,2073,3,5,58044,
0_0_1_1_1_0_1_0_1760.p4,1760,4,4,49280,
2_1_0_1_1_0_0_1_6598.p4,6598,3,5,184744,
1_1_0_0_0_0_0_0_428.p4,428,6,2,11984,
1_0_0_0_0_2_0_0_3678.p4,3678,6,2,102984,
1_1_1_1_2_2_0_0_6060.p4,6060,2,6,169680,
2_1_0_0_2_0_1_1_4929.p4,4929,3,5,138012,
0_0_0_2_1_0_0_0_5022.p4,5022,6,2,140616,
1_2_1_2_1_2_1_0_1152.p4,1152,1,7,32256,
1_0_0_2_0_0_0_0_1301.p4,1301,6,2,36428,
2_0_1_2_1_1_0_0_2857.p4,2857,3,5,79996,
2_1_0_0_1_0_1_0_6933.p4,6933,4,4,194124,
0_2_1_2_0_2_1_1_1002.p4,1002,2,6,28056,
0_1_0_0_0_1_1_0_6271.p4,6271,5,3,175588,
0_0_0_2_2_2_0_0_6811.p4,6811,5,3,190708,
1_2_1_2_0_2_0_1_1757.p4,1757,2,6,49196,
2_1_0_2_1_0_0_1_5753.p4,5753,3,5,161084,
1_1_0_0_2_0_0_1_735.p4,735,4,4,20580,
2_1_0_0_1_1_1_1_2779.p4,2779,2,6,77812,
2_0_1_2_0_2_1_1_719.p4,719,2,6,20132,
0_2_0_2_2_0_0_0_6153.p4,6153,5,3,172284,
2_1_1_0_1_2_0_1_4111.p4,4111,2,6,115108,
2_1_1_1_0_0_1_0_81.p4,81,3,5,2268,
1_0_0_2_0_0_1_0_3364.p4,3364,5,3,94192,
2_1_0_1_0_0_1_1_3586.p4,3586,3,5,100408,
2_1_0_0_2_1_0_1_6405.p4,6405,3,5,179340,
1_2_1_1_2_1_0_0_367.p4,367,2,6,10276,
0_1_0_0_2_2_0_1_5650.p4,5650,4,4,158200,
0_1_1_0_1_2_1_1_6114.p4,6114,2,6,171192,
0_2_0_0_1_2_1_0_133.p4,133,4,4,3724,
1_2_1_0_2_0_1_0_316.p4,316,3,5,8848,
2_2_0_0_1_0_1_1_7484.p4,7484,3,5,209552,
1_1_0_1_0_1_0_1_4344.p4,4344,3,5,121632,
0_0_0_1_1_2_0_0_253.p4,253,5,3,7084,
1_0_1_1_0_2_0_0_7425.p4,7425,4,4,207900,
1_2_1_2_2_1_0_1_3925.p4,3925,1,7,109900,
2_0_0_0_0_1_0_1_5992.p4,5992,5,3,167776,
1_2_0_0_0_1_1_1_6699.p4,6699,3,5,187572,
0_0_0_2_2_2_0_0_457.p4,457,5,3,12796,
2_1_1_2_0_1_1_0_3599.p4,3599,2,6,100772,
1_2_1_0_1_2_0_0_5928.p4,5928,3,5,165984,
2_0_0_0_1_2_0_0_4445.p4,4445,5,3,124460,
0_0_1_1_1_1_0_0_5652.p4,5652,4,4,158256,
0_0_1_1_0_1_0_0_3365.p4,3365,5,3,94220,
1_1_0_2_1_2_0_1_6045.p4,6045,2,6,169260,
2_0_0_2_0_0_0_0_5639.p4,5639,6,2,157892,
2_2_0_1_2_2_1_1_4792.p4,4792,1,7,134176,
0_1_0_0_0_0_1_0_404.p4,404,6,2,11312,
2_2_1_0_0_1_0_1_2940.p4,2940,3,5,82320,
0_2_1_0_0_2_0_0_1183.p4,1183,5,3,33124,
0_0_0_1_0_2_0_0_5422.p4,5422,6,2,151816,
1_2_1_2_2_0_1_0_6176.p4,6176,2,6,172928,
1_2_0_1_1_1_0_0_7062.p4,7062,3,5,197736,
0_0_1_2_2_2_1_0_1738.p4,1738,3,5,48664,
0_0_1_0_1_1_1_0_2025.p4,2025,4,4,56700,
1_1_0_0_1_1_0_1_4892.p4,4892,3,5,136976,
2_0_0_1_1_0_1_1_2612.p4,2612,3,5,73136,
0_1_1_2_0_2_0_1_2408.p4,2408,3,5,67424,
2_1_1_1_1_0_0_1_4365.p4,4365,2,6,122220,
2_0_1_1_1_0_0_0_3205.p4,3205,4,4,89740,
1_1_0_1_0_0_1_0_5329.p4,5329,4,4,149212,
2_2_1_0_2_0_1_1_1826.p4,1826,2,6,51128,
1_2_0_1_2_1_0_0_6394.p4,6394,3,5,179032,
1_0_1_0_0_2_0_0_5011.p4,5011,5,3,140308,
1_0_0_0_2_0_1_0_6938.p4,6938,5,3,194264,
0_2_1_0_2_1_0_1_895.p4,895,3,5,25060,
2_1_0_2_2_0_1_0_1011.p4,1011,3,5,28308,
1_1_1_2_1_1_1_0_2484.p4,2484,1,7,69552,
2_2_0_2_1_1_0_0_3196.p4,3196,3,5,89488,
0_0_1_1_2_1_0_1_6320.p4,6320,3,5,176960,
1_0_0_1_0_1_1_0_7133.p4,7133,4,4,199724,
0_2_0_2_2_1_0_0_1212.p4,1212,4,4,33936,
1_2_0_1_2_2_0_0_4844.p4,4844,3,5,135632,
0_0_1_0_0_1_1_1_6539.p4,6539,4,4,183092,
0_0_1_0_1_1_0_1_6385.p4,6385,4,4,178780,
2_2_1_2_0_0_0_1_5801.p4,5801,3,5,162428,
2_1_0_0_2_2_1_0_5448.p4,5448,3,5,152544,
0_1_1_1_2_2_1_0_4491.p4,4491,2,6,125748,
1_0_1_2_0_0_0_1_8133.p4,8133,4,4,227724,
0_2_1_0_2_2_1_1_6862.p4,6862,2,6,192136,
2_0_1_2_1_1_0_0_7606.p4,7606,3,5,212968,
0_0_1_1_1_2_0_1_618.p4,618,3,5,17304,
1_1_1_2_2_2_1_0_5661.p4,5661,1,7,158508,
1_2_0_2_0_2_1_0_1316.p4,1316,3,5,36848,
1_0_0_1_1_1_0_0_1127.p4,1127,4,4,31556,
2_1_1_2_0_1_0_1_2351.p4,2351,2,6,65828,
0_2_0_0_1_2_1_1_416.p4,416,3,5,11648,
2_1_1_1_2_0_1_0_7460.p4,7460,2,6,208880,
1_0_1_0_1_0_1_0_942.p4,942,4,4,26376,
1_1_0_2_0_1_1_1_1429.p4,1429,2,6,40012,
2_1_1_2_1_0_1_1_7480.p4,7480,1,7,209440,
2_0_1_1_2_0_1_1_7575.p4,7575,2,6,212100,
2_1_1_1_0_1_0_0_149.p4,149,3,5,4172,
1_2_1_0_2_1_0_0_4817.p4,4817,3,5,134876,
0_2_1_0_1_1_1_0_8177.p4,8177,3,5,228956,
1_1_1_1_1_2_1_1_2602.p4,2602,0,8,72856,
0_2_1_0_0_1_1_1_1567.p4,1567,3,5,43876,
0_1_0_0_1_2_0_1_7057.p4,7057,4,4,197596,
1_0_0_2_2_0_1_1_7666.p4,7666,3,5,214648,
1_1_1_1_0_2_0_1_801.p4,801,2,6,22428,
1_2_0_0_0_1_1_0_4021.p4,4021,4,4,112588,
0_2_1_0_2_1_0_0_4113.p4,4113,4,4,115164,
2_1_1_2_1_0_1_1_6987.p4,6987,1,7,195636,
2_2_0_2_2_2_0_0_6345.p4,6345,3,5,177660,
1_2_0_0_2_0_0_1_1782.p4,1782,4,4,49896,
2_2_0_2_0_2_0_0_7614.p4,7614,4,4,213192,
1_1_0_0_0_2_0_1_7281.p4,7281,4,4,203868,
0_2_0_1_2_1_1_0_1232.p4,1232,3,5,34496,
0_1_0_0_1_2_1_0_3776.p4,3776,4,4,105728,
2_2_1_1_0_0_0_0_1036.p4,1036,4,4,29008,
2_2_0_2_1_0_1_0_1403.p4,1403,3,5,39284,
0_2_1_2_2_1_0_0_7014.p4,7014,3,5,196392,
0_0_0_1_1_0_0_0_526.p4,526,6,2,14728,
2_1_0_0_2_1_1_0_6925.p4,6925,3,5,193900,
0_1_0_2_0_2_1_1_243.p4,243,3,5,6804,
0_0_1_0_0_0_1_1_6823.p4,6823,5,3,191044,
0_1_1_2_2_2_0_1_2848.p4,2848,2,6,79744,
1_2_1_2_2_1_0_1_3627.p4,3627,1,7,101556,
1_2_1_2_2_2_0_1_145.p4,145,1,7,4060,
1_2_0_2_2_1_1_0_2904.p4,2904,2,6,81312,
2_2_0_0_1_1_0_0_7373.p4,7373,4,4,206444,
1_2_0_1_0_2_1_1_6621.p4,6621,2,6,185388,
2_2_0_2_2_1_1_1_2731.p4,2731,1,7,76468,
0_2_0_2_0_0_1_0_2402.p4,2402,5,3,67256,
1_0_0_1_2_0_0_1_1735.p4,1735,4,4,48580,
1_0_1_0_1_2_0_0_472.p4,472,4,4,13216,
0_2_1_1_2_2_0_0_3743.p4,3743,3,5,104804,
2_1_1_0_0_2_0_1_3330.p4,3330,3,5,93240,
1_1_1_2_2_0_0_1_3489.p4,3489,2,6,97692,
0_0_1_1_2_2_1_0_6954.p4,6954,3,5,194712,
2_2_1_0_2_2_0_0_2361.p4,2361,3,5,66108,
1_2_0_2_1_2_0_0_7672.p4,7672,3,5,214816,
2_0_0_1_0_0_1_1_4625.p4,4625,4,4,129500,
0_2_0_0_1_0_0_1_6310.p4,6310,5,3,176680,
2_0_0_0_1_0_1_0_5413.p4,5413,5,3,151564,
0_1_0_2_0_0_0_1_246.p4,246,5,3,6888,
0_2_0_1_0_0_0_0_6224.p4,6224,6,2,174272,
2_0_1_1_2_0_0_0_6198.p4,6198,4,4,173544,
2_2_0_0_0_2_1_0_5334.p4,5334,4,4,149352,
1_0_0_1_2_1_1_0_2936.p4,2936,3,5,82208,
1_2_0_2_0_0_1_0_6599.p4,6599,4,4,184772,
2_0_0_1_0_2_1_1_2765.p4,2765,3,5,77420,
2_1_0_2_2_1_0_0_5252.p4,5252,3,5,147056,
0_0_1_1_0_1_0_1_8098.p4,8098,4,4,226744,
0_2_0_0_1_0_0_1_7005.p4,7005,5,3,196140,
0_2_1_1_2_2_0_0_444.p4,444,3,5,12432,
2_1_0_1_2_1_1_1_7694.p4,7694,1,7,215432,
0_2_0_0_0_1_1_1_3083.p4,3083,4,4,86324,
2_2_1_0_2_2_1_0_850.p4,850,2,6,23800,
1_0_0_0_0_2_1_1_5737.p4,5737,4,4,160636,
2_0_1_1_1_2_1_0_577.p4,577,2,6,16156,
1_1_0_1_1_2_1_0_4331.p4,4331,2,6,121268,
2_2_0_0_1_2_0_1_7741.p4,7741,3,5,216748,
0_2_0_0_0_2_1_0_3802.p4,3802,5,3,106456,
0_2_0_1_1_2_0_1_3395.p4,3395,3,5,95060,
1_2_1_2_1_2_1_1_3748.p4,3748,0,8,104944,
2_0_1_0_1_2_1_1_6864.p4,6864,2,6,192192,
1_2_1_0_2_1_1_0_3421.p4,3421,2,6,95788,
0_1_0_1_2_2_1_0_5715.p4,5715,3,5,160020,
0_2_0_2_0_0_1_0_2507.p4,2507,5,3,70196,
2_1_0_1_0_1_0_0_3702.p4,3702,4,4,103656,
0_2_0_1_0_1_0_1_8012.p4,8012,4,4,224336,
0_0_1_2_2_0_1_0_8136.p4,8136,4,4,227808,
1_2_1_1_2_0_1_0_6771.p4,6771,2,6,189588,
0_0_1_0_0_2_1_0_123.p4,123,5,3,3444,
1_0_1_2_0_0_0_0_673.p4,673,5,3,18844,
1_0_0_2_2_2_0_0_3720.p4,3720,4,4,104160,
