p4_file,table_size,exact_count,wildcard_count,table_memory_estimate_bytes,
2_0_0_0_0_2_1_0_3676.p4,3676,5,3,102928,
0_2_0_0_1_2_1_1_7589.p4,7589,3,5,212492,
2_2_0_2_1_1_0_1_297.p4,297,2,6,8316,
1_1_0_0_2_0_1_1_2950.p4,2950,3,5,82600,
1_1_1_1_0_2_0_0_4571.p4,4571,3,5,127988,
0_2_0_1_2_2_0_1_232.p4,232,3,5,6496,
1_0_1_0_0_1_1_1_7784.p4,7784,3,5,217952,
2_1_1_0_2_2_1_0_178.p4,178,2,6,4984,
2_1_1_2_0_0_1_0_1580.p4,1580,3,5,44240,
1_2_1_2_2_1_1_0_2804.p4,2804,1,7,78512,
1_0_0_0_2_2_1_0_5891.p4,5891,4,4,164948,
0_0_0_1_2_1_0_1_6463.p4,6463,4,4,180964,
2_0_1_0_0_2_0_1_5434.p4,5434,4,4,152152,
2_0_1_0_1_1_0_0_4067.p4,4067,4,4,113876,
0_1_1_2_2_2_1_0_6743.p4,6743,2,6,188804,
0_2_1_0_0_0_1_1_559.p4,559,4,4,15652,
0_0_1_0_2_1_0_0_2517.p4,2517,5,3,70476,
0_0_1_2_2_0_1_0_6274.p4,6274,4,4,175672,
2_0_0_1_2_0_0_1_7564.p4,7564,4,4,211792,
0_2_0_0_1_0_1_1_735.p4,735,4,4,20580,
1_1_0_1_2_0_1_1_4410.p4,4410,2,6,123480,
1_2_0_2_1_0_0_0_5200.p4,5200,4,4,145600,
1_1_1_1_2_2_1_1_7710.p4,7710,0,8,215880,
0_1_0_0_0_2_0_0_941.p4,941,6,2,26348,
1_0_1_0_0_2_1_1_1196.p4,1196,3,5,33488,
0_2_1_0_1_2_0_0_2343.p4,2343,4,4,65604,
0_0_1_0_0_1_1_1_353.p4,353,4,4,9884,
1_2_1_1_0_0_1_1_7699.p4,7699,2,6,215572,
0_0_0_2_1_0_1_1_5279.p4,5279,4,4,147812,
2_0_0_0_2_1_0_0_1240.p4,1240,5,3,34720,
0_1_1_1_1_1_0_1_1914.p4,1914,2,6,53592,
1_0_0_2_2_0_1_1_2247.p4,2247,3,5,62916,
1_1_0_0_0_1_0_1_4219.p4,4219,4,4,118132,
0_2_1_2_2_1_1_1_4029.p4,4029,1,7,112812,
2_0_1_0_2_1_0_1_5746.p4,5746,3,5,160888,
0_0_1_0_1_2_1_0_99.p4,99,4,4,2772,
1_1_1_1_2_0_1_1_1759.p4,1759,1,7,49252,
0_0_0_1_1_2_0_1_4563.p4,4563,4,4,127764,
2_2_1_0_1_0_0_0_4437.p4,4437,4,4,124236,
0_0_1_1_1_0_0_1_5570.p4,5570,4,4,155960,
0_1_0_2_1_2_1_1_1756.p4,1756,2,6,49168,
1_0_1_0_0_0_0_1_7822.p4,7822,5,3,219016,
1_0_0_0_2_1_0_0_2773.p4,2773,5,3,77644,
1_2_1_2_2_0_0_0_1259.p4,1259,3,5,35252,
0_1_0_0_0_1_1_0_1791.p4,1791,5,3,50148,
0_1_1_1_0_2_1_1_4739.p4,4739,2,6,132692,
1_2_0_2_1_1_0_1_4384.p4,4384,2,6,122752,
1_2_0_1_1_2_0_0_6242.p4,6242,3,5,174776,
2_0_0_1_2_0_1_1_4217.p4,4217,3,5,118076,
2_1_1_1_0_0_0_0_1447.p4,1447,4,4,40516,
0_1_0_1_1_0_1_0_3889.p4,3889,4,4,108892,
1_0_0_0_1_1_1_0_1181.p4,1181,4,4,33068,
2_0_1_1_1_0_0_0_5099.p4,5099,4,4,142772,
1_0_0_0_1_0_0_0_4916.p4,4916,6,2,137648,
1_0_1_1_2_1_0_0_913.p4,913,3,5,25564,
0_2_1_1_2_0_0_1_6467.p4,6467,3,5,181076,
2_0_0_1_2_0_0_0_8096.p4,8096,5,3,226688,
2_2_0_1_1_1_0_1_4726.p4,4726,2,6,132328,
1_2_0_1_1_0_0_1_2827.p4,2827,3,5,79156,
2_1_0_1_2_1_1_0_2491.p4,2491,2,6,69748,
1_2_0_2_0_0_1_1_6313.p4,6313,3,5,176764,
2_0_1_0_2_2_0_0_113.p4,113,4,4,3164,
0_1_0_0_2_1_1_1_5848.p4,5848,3,5,163744,
1_2_1_2_0_2_0_0_4168.p4,4168,3,5,116704,
1_2_0_1_1_1_0_1_261.p4,261,2,6,7308,
1_1_1_0_2_1_1_1_2261.p4,2261,1,7,63308,
1_0_1_2_2_2_1_0_2287.p4,2287,2,6,64036,
0_1_1_1_2_1_1_0_2946.p4,2946,2,6,82488,
2_1_1_0_1_2_0_0_379.p4,379,3,5,10612,
2_0_0_0_1_0_1_0_3363.p4,3363,5,3,94164,
2_1_1_0_0_2_0_0_5223.p4,5223,4,4,146244,
1_0_0_2_0_2_0_1_7477.p4,7477,4,4,209356,
2_2_0_1_1_1_1_1_3777.p4,3777,1,7,105756,
0_1_1_2_0_0_0_1_3439.p4,3439,4,4,96292,
0_0_0_0_1_2_0_1_6486.p4,6486,5,3,181608,
1_2_1_2_1_2_1_0_3556.p4,3556,1,7,99568,
2_0_0_0_2_2_0_0_2803.p4,2803,5,3,78484,
2_2_0_0_1_0_1_0_6336.p4,6336,4,4,177408,
2_0_1_2_0_1_0_0_4200.p4,4200,4,4,117600,
1_2_1_0_0_2_1_0_4281.p4,4281,3,5,119868,
2_2_1_2_1_2_1_0_5224.p4,5224,1,7,146272,
2_1_1_1_2_1_1_0_3897.p4,3897,1,7,109116,
0_2_0_2_0_1_1_1_220.p4,220,3,5,6160,
2_1_1_1_0_0_1_0_5868.p4,5868,3,5,164304,
0_0_0_1_1_2_1_1_2244.p4,2244,3,5,62832,
2_2_1_0_1_1_0_1_5069.p4,5069,2,6,141932,
1_1_0_1_2_2_1_1_4997.p4,4997,1,7,139916,
1_0_0_1_2_2_1_0_2935.p4,2935,3,5,82180,
1_0_0_1_2_1_1_0_4714.p4,4714,3,5,131992,
2_0_0_0_1_1_1_0_1704.p4,1704,4,4,47712,
1_0_1_0_0_2_1_1_2868.p4,2868,3,5,80304,
0_2_1_2_0_2_0_0_6318.p4,6318,4,4,176904,
1_2_1_2_1_0_1_0_1285.p4,1285,2,6,35980,
2_2_1_2_2_0_0_1_6781.p4,6781,2,6,189868,
2_2_1_0_1_1_1_0_7922.p4,7922,2,6,221816,
2_0_0_0_0_1_1_0_1402.p4,1402,5,3,39256,
0_2_0_1_2_2_0_1_4747.p4,4747,3,5,132916,
0_1_0_2_0_0_1_0_3753.p4,3753,5,3,105084,
2_2_0_1_1_1_1_0_187.p4,187,2,6,5236,
0_1_0_0_2_0_0_0_5782.p4,5782,6,2,161896,
2_2_1_0_1_2_0_1_2662.p4,2662,2,6,74536,
0_2_1_0_1_2_0_1_306.p4,306,3,5,8568,
0_0_0_1_1_2_1_0_6358.p4,6358,4,4,178024,
0_1_0_0_2_1_0_1_523.p4,523,4,4,14644,
0_2_0_1_0_2_0_1_6505.p4,6505,4,4,182140,
0_2_1_2_2_0_1_1_7214.p4,7214,2,6,201992,
1_0_0_0_0_1_0_1_4377.p4,4377,5,3,122556,
2_1_1_1_1_1_1_1_3424.p4,3424,0,8,95872,
0_1_1_2_1_2_1_0_1142.p4,1142,2,6,31976,
0_2_1_2_2_2_1_1_5145.p4,5145,1,7,144060,
1_1_0_2_0_2_0_0_4947.p4,4947,4,4,138516,
2_0_0_2_2_1_0_0_7753.p4,7753,4,4,217084,
1_2_0_1_1_2_1_1_5447.p4,5447,1,7,152516,
2_1_1_0_1_0_1_0_1245.p4,1245,3,5,34860,
2_2_0_0_0_2_0_1_4905.p4,4905,4,4,137340,
1_0_1_0_2_1_0_1_6728.p4,6728,3,5,188384,
1_1_1_2_1_2_1_1_128.p4,128,0,8,3584,
2_0_0_0_0_1_0_0_6935.p4,6935,6,2,194180,
1_0_0_1_2_1_1_0_2509.p4,2509,3,5,70252,
2_1_0_2_1_0_1_0_3341.p4,3341,3,5,93548,
0_2_0_0_2_1_1_0_2030.p4,2030,4,4,56840,
2_1_0_2_0_2_0_1_486.p4,486,3,5,13608,
0_0_1_0_1_1_0_0_2109.p4,2109,5,3,59052,
0_0_0_2_1_2_1_0_2174.p4,2174,4,4,60872,
0_0_0_0_0_1_0_0_6879.p4,6879,7,1,192612,
2_1_1_1_2_2_0_1_6105.p4,6105,1,7,170940,
0_0_0_2_1_1_0_0_3109.p4,3109,5,3,87052,
0_0_1_0_0_1_1_0_91.p4,91,5,3,2548,
2_2_1_1_1_2_0_1_7194.p4,7194,1,7,201432,
2_2_0_2_2_2_0_1_6721.p4,6721,2,6,188188,
2_0_1_2_1_2_1_0_5289.p4,5289,2,6,148092,
2_0_0_0_0_0_0_0_2825.p4,2825,7,1,79100,
2_0_1_2_2_2_1_1_6459.p4,6459,1,7,180852,
0_0_1_1_0_1_1_0_6229.p4,6229,4,4,174412,
0_2_1_2_1_2_0_0_6547.p4,6547,3,5,183316,
1_1_1_1_2_2_0_1_419.p4,419,1,7,11732,
1_1_0_1_0_0_1_0_6214.p4,6214,4,4,173992,
0_1_1_1_0_0_1_1_4078.p4,4078,3,5,114184,
2_2_1_0_0_2_1_1_5357.p4,5357,2,6,149996,
1_2_1_1_2_2_1_1_3558.p4,3558,0,8,99624,
0_2_1_2_0_0_0_1_2758.p4,2758,4,4,77224,
0_2_1_1_2_1_0_1_4805.p4,4805,2,6,134540,
0_2_1_1_2_2_1_1_5976.p4,5976,1,7,167328,
1_1_1_0_2_2_1_0_4866.p4,4866,2,6,136248,
2_0_1_2_2_0_1_0_5623.p4,5623,3,5,157444,
1_0_1_2_1_0_0_0_1326.p4,1326,4,4,37128,
2_0_1_1_2_0_1_0_3948.p4,3948,3,5,110544,
1_2_0_1_1_0_1_1_7945.p4,7945,2,6,222460,
0_2_1_0_0_2_0_0_6928.p4,6928,5,3,193984,
0_0_0_1_1_1_0_1_6138.p4,6138,4,4,171864,
2_2_1_1_2_0_1_1_6852.p4,6852,1,7,191856,
1_0_1_0_2_1_1_0_6785.p4,6785,3,5,189980,
0_2_1_1_1_1_1_0_6620.p4,6620,2,6,185360,
0_1_1_0_1_2_1_1_1117.p4,1117,2,6,31276,
2_0_0_1_2_2_1_0_3621.p4,3621,3,5,101388,
1_1_1_2_1_2_1_0_7017.p4,7017,1,7,196476,
1_0_0_0_0_2_0_1_464.p4,464,5,3,12992,
1_1_1_0_0_0_1_1_5219.p4,5219,3,5,146132,
2_1_0_0_1_2_0_1_1706.p4,1706,3,5,47768,
2_0_0_0_0_2_0_0_354.p4,354,6,2,9912,
0_2_1_2_0_1_1_0_2160.p4,2160,3,5,60480,
1_2_1_2_0_0_0_1_5240.p4,5240,3,5,146720,
1_0_0_0_2_2_1_1_2679.p4,2679,3,5,75012,
2_2_0_0_1_2_0_1_7016.p4,7016,3,5,196448,
0_1_1_1_0_0_1_1_3645.p4,3645,3,5,102060,
1_1_0_2_1_2_0_0_3539.p4,3539,3,5,99092,
2_0_1_1_2_1_0_1_6815.p4,6815,2,6,190820,
2_2_0_0_2_1_0_1_3057.p4,3057,3,5,85596,
0_0_0_0_3_0_0_0_3488.p4,3488,7,0,80224,
1_0_0_2_1_1_0_0_3131.p4,3131,4,4,87668,
2_1_0_0_1_0_0_0_4316.p4,4316,5,3,120848,
1_1_1_2_2_0_1_1_5323.p4,5323,1,7,149044,
0_2_1_1_1_1_0_0_5308.p4,5308,3,5,148624,
1_0_0_1_2_0_0_0_2864.p4,2864,5,3,80192,
1_2_0_2_2_2_1_1_1841.p4,1841,1,7,51548,
0_2_1_2_1_0_0_1_2550.p4,2550,3,5,71400,
1_2_0_2_0_2_0_1_4537.p4,4537,3,5,127036,
1_0_1_2_2_0_1_0_5572.p4,5572,3,5,156016,
0_3_0_0_0_0_0_0_2023.p4,2023,7,0,46529,
0_1_1_0_1_0_0_0_6160.p4,6160,5,3,172480,
1_1_0_2_1_1_0_0_7806.p4,7806,3,5,218568,
0_2_1_1_2_1_0_0_1460.p4,1460,3,5,40880,
2_2_0_2_2_1_0_1_6645.p4,6645,2,6,186060,
0_2_0_0_1_0_1_1_6354.p4,6354,4,4,177912,
0_2_1_2_0_1_0_0_6682.p4,6682,4,4,187096,
0_1_1_2_1_0_1_0_4723.p4,4723,3,5,132244,
1_0_0_0_2_0_0_0_7974.p4,7974,6,2,223272,
0_1_1_0_0_1_0_1_666.p4,666,4,4,18648,
1_1_0_1_2_0_1_0_5720.p4,5720,3,5,160160,
0_2_1_2_2_2_1_0_3463.p4,3463,2,6,96964,
0_2_0_0_0_0_0_0_7918.p4,7918,7,1,221704,
0_1_0_2_2_0_0_1_671.p4,671,4,4,18788,
1_0_1_0_2_1_1_0_1879.p4,1879,3,5,52612,
2_1_1_2_2_1_1_1_5772.p4,5772,0,8,161616,
0_2_0_2_1_0_1_0_1088.p4,1088,4,4,30464,
1_0_1_2_0_0_1_0_507.p4,507,4,4,14196,
1_2_0_0_1_2_0_0_7889.p4,7889,4,4,220892,
2_1_1_0_0_2_1_1_1942.p4,1942,2,6,54376,
0_0_0_2_0_0_1_0_3162.p4,3162,6,2,88536,
2_2_0_0_2_0_0_0_4379.p4,4379,5,3,122612,
0_2_1_1_1_1_0_1_6939.p4,6939,2,6,194292,
2_0_0_0_2_1_1_1_6854.p4,6854,3,5,191912,
0_1_0_1_2_0_0_1_3603.p4,3603,4,4,100884,
0_0_0_1_0_2_1_1_991.p4,991,4,4,27748,
1_2_0_0_0_0_0_1_5556.p4,5556,5,3,155568,
0_1_0_1_1_1_1_1_66.p4,66,2,6,1848,
3_0_0_0_0_0_0_0_7658.p4,7658,7,0,176134,
2_2_0_1_0_1_0_1_338.p4,338,3,5,9464,
0_1_0_0_2_1_0_0_5006.p4,5006,5,3,140168,
0_2_1_2_2_1_0_1_2873.p4,2873,2,6,80444,
1_2_0_1_0_0_0_1_2736.p4,2736,4,4,76608,
1_0_1_1_2_0_1_0_5503.p4,5503,3,5,154084,
0_2_1_2_0_2_0_0_6330.p4,6330,4,4,177240,
0_0_1_2_1_2_1_0_2858.p4,2858,3,5,80024,
0_1_1_2_0_2_1_0_5187.p4,5187,3,5,145236,
2_1_0_1_1_0_1_0_4003.p4,4003,3,5,112084,
0_1_0_0_1_1_0_0_7722.p4,7722,5,3,216216,
1_0_0_2_2_1_0_1_8145.p4,8145,3,5,228060,
1_1_1_0_0_2_0_1_2874.p4,2874,3,5,80472,
1_1_0_0_1_2_0_0_7616.p4,7616,4,4,213248,
2_1_0_1_0_0_1_1_6701.p4,6701,3,5,187628,
0_2_1_1_2_2_0_0_5461.p4,5461,3,5,152908,
1_0_1_0_2_2_0_1_1500.p4,1500,3,5,42000,
0_1_0_2_0_1_0_1_5658.p4,5658,4,4,158424,
2_1_0_0_1_1_1_1_6562.p4,6562,2,6,183736,
2_0_1_1_2_1_1_0_5109.p4,5109,2,6,143052,
2_1_0_2_0_1_0_0_5515.p4,5515,4,4,154420,
0_1_0_1_1_0_1_1_4163.p4,4163,3,5,116564,
0_0_0_0_1_2_0_0_7686.p4,7686,6,2,215208,
0_0_1_0_0_1_0_0_6147.p4,6147,6,2,172116,
0_0_1_2_2_2_0_1_721.p4,721,3,5,20188,
1_0_0_2_0_2_0_1_5351.p4,5351,4,4,149828,
2_0_1_2_0_2_0_0_7114.p4,7114,4,4,199192,
0_0_0_1_0_1_1_1_2126.p4,2126,4,4,59528,
2_1_1_1_1_0_0_1_3623.p4,3623,2,6,101444,
2_2_1_2_2_2_0_1_7638.p4,7638,1,7,213864,
0_2_1_0_2_2_0_0_5261.p4,5261,4,4,147308,
1_0_1_2_1_1_0_0_6490.p4,6490,3,5,181720,
0_2_0_0_0_0_0_0_744.p4,744,7,1,20832,
2_2_1_1_1_1_1_0_2624.p4,2624,1,7,73472,
2_0_1_0_2_2_1_1_1539.p4,1539,2,6,43092,
1_1_1_0_1_0_0_0_3734.p4,3734,4,4,104552,
1_1_1_2_1_0_1_1_651.p4,651,1,7,18228,
1_1_1_1_2_1_0_1_6701.p4,6701,1,7,187628,
0_1_0_0_2_2_1_1_8132.p4,8132,3,5,227696,
0_2_1_0_2_1_0_0_1629.p4,1629,4,4,45612,
2_0_1_1_0_2_0_0_1172.p4,1172,4,4,32816,
1_0_1_1_2_1_0_0_6852.p4,6852,3,5,191856,
2_1_0_2_0_0_1_1_3140.p4,3140,3,5,87920,
0_2_0_2_1_0_0_0_1475.p4,1475,5,3,41300,
0_0_0_1_2_1_0_1_1961.p4,1961,4,4,54908,
1_1_0_1_2_1_1_0_347.p4,347,2,6,9716,
2_0_0_0_0_1_0_0_2098.p4,2098,6,2,58744,
0_1_0_1_1_1_1_1_6656.p4,6656,2,6,186368,
2_0_0_1_2_1_0_0_1716.p4,1716,4,4,48048,
1_1_1_0_1_0_0_1_7168.p4,7168,3,5,200704,
1_0_1_1_0_0_1_0_4523.p4,4523,4,4,126644,
2_1_0_0_2_1_1_1_8022.p4,8022,2,6,224616,
1_0_0_0_0_1_0_0_347.p4,347,6,2,9716,
2_2_0_1_1_1_0_0_4623.p4,4623,3,5,129444,
0_1_1_0_0_0_0_1_5262.p4,5262,5,3,147336,
0_2_1_0_0_1_0_1_596.p4,596,4,4,16688,
2_0_0_0_1_1_1_0_8134.p4,8134,4,4,227752,
0_0_1_1_0_2_1_0_5050.p4,5050,4,4,141400,
0_2_1_1_0_1_0_0_7343.p4,7343,4,4,205604,
1_0_0_2_2_1_1_0_7304.p4,7304,3,5,204512,
1_2_1_0_1_2_1_0_7978.p4,7978,2,6,223384,
2_1_1_1_0_1_1_0_7737.p4,7737,2,6,216636,
1_2_0_0_1_1_1_0_137.p4,137,3,5,3836,
2_0_1_1_0_0_1_1_1252.p4,1252,3,5,35056,
0_1_1_0_1_0_1_0_1871.p4,1871,4,4,52388,
2_0_0_0_2_1_1_1_885.p4,885,3,5,24780,
1_2_0_0_0_0_0_0_3127.p4,3127,6,2,87556,
0_2_0_0_1_1_1_0_7914.p4,7914,4,4,221592,
1_1_0_0_0_1_1_0_5386.p4,5386,4,4,150808,
1_1_1_0_0_0_0_0_786.p4,786,5,3,22008,
0_1_0_0_0_1_0_0_1252.p4,1252,6,2,35056,
0_0_0_1_0_2_0_1_482.p4,482,5,3,13496,
0_2_0_1_0_0_1_0_2256.p4,2256,5,3,63168,
1_0_0_0_1_0_1_1_347.p4,347,4,4,9716,
1_1_1_1_0_0_1_0_5938.p4,5938,3,5,166264,
2_2_1_2_1_1_0_0_4495.p4,4495,2,6,125860,
1_0_1_0_2_2_0_0_1194.p4,1194,4,4,33432,
2_0_0_1_0_2_1_1_1512.p4,1512,3,5,42336,
1_0_0_1_2_0_1_1_6390.p4,6390,3,5,178920,
0_1_1_0_2_2_0_1_7617.p4,7617,3,5,213276,
2_0_1_1_1_1_1_0_6255.p4,6255,2,6,175140,
1_2_1_0_2_0_1_0_7632.p4,7632,3,5,213696,
2_0_0_2_0_0_1_0_7613.p4,7613,5,3,213164,
1_0_1_0_2_2_0_1_7953.p4,7953,3,5,222684,
2_2_1_2_2_1_0_1_7616.p4,7616,1,7,213248,
1_0_0_0_2_2_0_1_5718.p4,5718,4,4,160104,
2_1_1_1_0_0_1_1_4601.p4,4601,2,6,128828,
1_2_1_0_0_2_0_1_2606.p4,2606,3,5,72968,
2_0_0_2_0_2_0_1_2976.p4,2976,4,4,83328,
2_0_0_2_1_1_1_1_8096.p4,8096,2,6,226688,
2_2_1_1_1_1_0_1_477.p4,477,1,7,13356,
1_2_0_1_1_0_0_1_1289.p4,1289,3,5,36092,
2_1_1_2_1_0_1_0_4451.p4,4451,2,6,124628,
1_1_0_2_0_0_0_1_2974.p4,2974,4,4,83272,
2_2_1_0_1_1_1_1_5133.p4,5133,1,7,143724,
2_1_1_1_2_0_0_0_1316.p4,1316,3,5,36848,
1_0_0_1_0_2_1_1_8061.p4,8061,3,5,225708,
2_0_0_2_1_1_1_1_1287.p4,1287,2,6,36036,
1_0_0_1_2_1_0_0_2820.p4,2820,4,4,78960,
0_1_0_2_2_1_0_1_489.p4,489,3,5,13692,
1_0_1_0_2_2_1_0_1682.p4,1682,3,5,47096,
2_2_0_0_0_1_1_0_5558.p4,5558,4,4,155624,
2_0_1_0_2_1_0_1_1238.p4,1238,3,5,34664,
1_1_0_0_0_1_0_1_381.p4,381,4,4,10668,
0_1_1_0_2_0_0_0_4269.p4,4269,5,3,119532,
2_1_1_2_2_1_0_0_5255.p4,5255,2,6,147140,
1_1_1_2_2_1_0_0_5383.p4,5383,2,6,150724,
0_0_1_1_2_1_1_1_3494.p4,3494,2,6,97832,
2_1_0_0_0_2_0_1_6490.p4,6490,4,4,181720,
2_2_0_1_0_1_1_0_4961.p4,4961,3,5,138908,
0_2_0_2_1_1_1_1_3545.p4,3545,2,6,99260,
2_0_1_0_2_1_1_0_7679.p4,7679,3,5,215012,
1_2_0_1_2_2_0_0_5713.p4,5713,3,5,159964,
0_0_0_1_2_2_0_1_5241.p4,5241,4,4,146748,
1_1_0_1_0_2_1_1_1830.p4,1830,2,6,51240,
0_1_0_0_0_2_1_1_3871.p4,3871,4,4,108388,
1_2_1_1_0_0_1_0_2301.p4,2301,3,5,64428,
2_0_0_2_1_1_0_0_5846.p4,5846,4,4,163688,
1_1_1_2_2_2_1_0_6331.p4,6331,1,7,177268,
2_0_0_0_1_1_1_0_7718.p4,7718,4,4,216104,
2_1_0_0_0_1_0_0_2835.p4,2835,5,3,79380,
0_2_0_1_0_1_1_0_3380.p4,3380,4,4,94640,
0_2_1_1_0_2_0_1_84.p4,84,3,5,2352,
1_2_1_2_1_1_0_1_1139.p4,1139,1,7,31892,
0_2_0_1_2_2_1_1_2184.p4,2184,2,6,61152,
2_0_1_2_2_1_1_0_783.p4,783,2,6,21924,
0_2_0_0_2_0_0_0_5244.p4,5244,6,2,146832,
1_2_0_0_0_1_1_1_7007.p4,7007,3,5,196196,
1_2_0_1_0_1_1_0_5969.p4,5969,3,5,167132,
2_1_0_1_0_2_0_1_5230.p4,5230,3,5,146440,
1_1_0_2_0_1_0_0_4792.p4,4792,4,4,134176,
0_2_1_1_2_2_0_1_7734.p4,7734,2,6,216552,
2_0_0_1_1_0_0_0_568.p4,568,5,3,15904,
2_1_0_1_1_1_0_0_1361.p4,1361,3,5,38108,
0_1_0_2_1_0_1_0_2174.p4,2174,4,4,60872,
1_2_1_1_1_0_1_0_2138.p4,2138,2,6,59864,
1_2_1_0_2_0_1_0_8105.p4,8105,3,5,226940,
0_1_1_0_1_1_0_1_427.p4,427,3,5,11956,
0_1_1_2_0_2_1_1_643.p4,643,2,6,18004,
2_2_0_1_0_0_0_0_367.p4,367,5,3,10276,
1_2_0_0_2_2_1_1_3129.p4,3129,2,6,87612,
2_0_1_0_2_1_1_0_6536.p4,6536,3,5,183008,
1_2_0_2_0_1_0_0_841.p4,841,4,4,23548,
1_2_0_0_0_2_0_1_6538.p4,6538,4,4,183064,
1_2_1_2_1_1_1_1_5192.p4,5192,0,8,145376,
1_0_1_1_2_0_0_0_2935.p4,2935,4,4,82180,
2_0_1_2_0_1_0_1_5388.p4,5388,3,5,150864,
2_1_1_0_1_1_0_1_5895.p4,5895,2,6,165060,
2_0_1_2_0_2_0_0_1346.p4,1346,4,4,37688,
2_2_0_1_0_1_0_0_7959.p4,7959,4,4,222852,
2_0_0_0_1_2_1_0_1106.p4,1106,4,4,30968,
0_1_1_1_1_2_0_0_6337.p4,6337,3,5,177436,
1_2_0_2_1_2_1_1_4920.p4,4920,1,7,137760,
2_1_1_2_2_1_1_0_5063.p4,5063,1,7,141764,
2_0_1_1_1_2_0_0_995.p4,995,3,5,27860,
1_0_1_2_2_2_0_0_1862.p4,1862,3,5,52136,
0_1_0_0_0_0_1_0_6160.p4,6160,6,2,172480,
2_2_1_1_2_2_1_1_651.p4,651,0,8,18228,
2_2_0_0_2_0_1_1_8141.p4,8141,3,5,227948,
1_0_1_0_0_1_1_1_7126.p4,7126,3,5,199528,
0_1_0_2_2_2_1_1_6487.p4,6487,2,6,181636,
0_1_1_1_2_1_1_1_2258.p4,2258,1,7,63224,
2_1_1_1_0_1_1_1_2388.p4,2388,1,7,66864,
0_0_1_1_0_1_0_0_5686.p4,5686,5,3,159208,
2_2_0_2_1_1_0_1_7059.p4,7059,2,6,197652,
0_0_1_1_2_1_0_1_3438.p4,3438,3,5,96264,
0_0_0_0_2_1_1_0_445.p4,445,5,3,12460,
0_2_1_0_1_0_0_0_2230.p4,2230,5,3,62440,
0_1_0_0_2_0_1_0_5278.p4,5278,5,3,147784,
0_1_1_1_2_0_1_1_3189.p4,3189,2,6,89292,
2_2_0_1_0_2_1_0_5667.p4,5667,3,5,158676,
0_1_0_2_0_1_1_1_4783.p4,4783,3,5,133924,
2_1_1_2_2_1_1_1_7196.p4,7196,0,8,201488,
1_1_1_2_2_2_1_1_376.p4,376,0,8,10528,
0_2_0_1_0_1_1_1_7301.p4,7301,3,5,204428,
2_1_1_1_0_0_1_0_2841.p4,2841,3,5,79548,
2_0_0_1_1_2_1_0_7617.p4,7617,3,5,213276,
2_0_0_1_1_1_0_0_2954.p4,2954,4,4,82712,
2_0_1_2_0_1_1_0_3324.p4,3324,3,5,93072,
2_2_1_0_0_2_1_0_618.p4,618,3,5,17304,
2_2_1_1_2_2_1_1_3097.p4,3097,0,8,86716,
0_0_1_1_2_1_0_0_2427.p4,2427,4,4,67956,
2_1_0_2_2_1_1_0_4464.p4,4464,2,6,124992,
1_0_1_1_1_2_1_1_1103.p4,1103,1,7,30884,
1_1_1_1_2_2_0_0_5130.p4,5130,2,6,143640,
1_0_0_0_2_2_1_1_2734.p4,2734,3,5,76552,
0_1_0_0_1_0_1_0_686.p4,686,5,3,19208,
1_1_0_1_2_2_1_1_6693.p4,6693,1,7,187404,
1_2_0_1_0_2_0_0_715.p4,715,4,4,20020,
0_1_1_2_1_1_0_0_1074.p4,1074,3,5,30072,
2_1_0_2_1_0_0_0_976.p4,976,4,4,27328,
0_2_1_0_1_0_0_0_2545.p4,2545,5,3,71260,
0_1_0_1_1_1_0_1_7579.p4,7579,3,5,212212,
1_2_1_2_1_2_0_0_8063.p4,8063,2,6,225764,
0_1_1_2_2_2_1_0_4125.p4,4125,2,6,115500,
1_1_0_2_2_0_0_1_5789.p4,5789,3,5,162092,
2_0_0_0_1_0_1_0_1293.p4,1293,5,3,36204,
1_1_1_1_2_1_1_1_3597.p4,3597,0,8,100716,
0_1_1_1_1_2_0_1_3754.p4,3754,2,6,105112,
0_1_0_2_0_2_0_1_1364.p4,1364,4,4,38192,
2_2_1_0_0_2_0_0_4552.p4,4552,4,4,127456,
2_2_1_1_2_2_1_1_4064.p4,4064,0,8,113792,
0_1_0_2_2_1_0_0_1334.p4,1334,4,4,37352,
2_1_1_2_2_1_0_0_3660.p4,3660,2,6,102480,
2_1_0_1_0_1_0_0_4979.p4,4979,4,4,139412,
2_2_0_2_1_2_0_0_6504.p4,6504,3,5,182112,
0_0_1_2_1_1_0_1_1060.p4,1060,3,5,29680,
1_2_0_2_1_2_1_0_3674.p4,3674,2,6,102872,
1_1_0_0_1_2_0_1_6159.p4,6159,3,5,172452,
2_0_1_1_2_2_1_0_4969.p4,4969,2,6,139132,
2_2_0_2_0_2_1_1_1037.p4,1037,2,6,29036,
1_0_0_1_2_2_0_0_6261.p4,6261,4,4,175308,
1_0_1_0_1_0_0_0_736.p4,736,5,3,20608,
1_0_1_0_2_2_0_0_8105.p4,8105,4,4,226940,
1_1_1_2_2_1_1_0_4614.p4,4614,1,7,129192,
2_0_1_2_2_0_1_1_8183.p4,8183,2,6,229124,
0_1_1_2_1_0_0_1_3135.p4,3135,3,5,87780,
2_0_1_1_2_1_0_1_4866.p4,4866,2,6,136248,
1_1_0_2_1_0_0_1_1320.p4,1320,3,5,36960,
2_0_1_1_2_2_1_1_7940.p4,7940,1,7,222320,
