total_len,protocol,flags,ttl,src_port,dst_port,tcp_flags_2,tcp_flags_1,size,memory
0,0,0,2,0,0,0,0,2837,1034.24
2,0,0,0,0,0,0,0,2861,1034.24
2,0,0,0,0,0,0,0,2927,1013.76
0,0,0,0,2,0,0,0,3000,962.56
0,0,0,2,0,0,0,0,3044,839.68
0,0,0,0,2,0,0,0,3225,1280.0
0,0,0,2,0,0,0,0,3274,1024.0
0,0,0,0,0,0,2,0,3383,1218.56
0,0,0,2,0,0,0,0,3520,1126.4
0,0,0,0,0,0,0,2,3556,1116.16
0,0,0,0,0,0,2,0,378,583.68
0,0,2,0,0,0,0,0,3917,1167.36
0,0,0,0,2,0,0,0,3927,1228.8
0,0,0,0,0,0,0,2,3958,1300.48
0,0,0,0,2,0,0,0,4018,1044.48
0,0,0,0,0,0,0,2,467,573.44
0,0,0,0,0,0,0,2,474,430.08
0,2,0,0,0,0,0,0,493,368.64
0,0,0,0,0,0,2,0,633,481.28
0,0,0,0,0,2,0,0,694,552.96
0,0,0,0,0,0,0,2,806,532.48
0,0,0,0,0,0,2,0,863,583.68
0,0,0,0,0,0,0,2,869,583.68
0,0,0,0,0,2,0,0,896,491.52
0,0,0,0,1,0,0,0,1258,614.4
0,0,1,0,0,0,0,0,1359,409.6
0,0,0,0,0,0,1,0,1413,727.04
0,1,0,0,0,0,0,0,1455,655.36
0,0,0,0,1,0,0,0,1506,614.4
0,0,0,0,0,0,0,1,1579,675.84
0,0,0,1,0,0,0,0,1787,860.16
0,0,1,0,0,0,0,0,1836,501.76
0,0,1,0,0,0,0,0,197,296.96
0,1,0,0,0,0,0,0,2013,808.96
0,0,0,0,0,0,1,0,2061,624.64
0,0,0,0,0,0,1,0,216,491.52
0,0,1,0,0,0,0,0,2263,983.04
0,0,1,0,0,0,0,0,2384,747.52
0,0,0,0,1,0,0,0,2474,952.32
1,0,0,0,0,0,0,0,2638,870.4
0,0,1,0,0,0,0,0,2689,880.64
1,0,0,0,0,0,0,0,3223,788.48
0,0,0,0,0,0,1,0,3244,727.04
0,0,0,0,0,0,0,1,3387,634.88
0,0,0,0,0,0,1,0,3440,890.88
1,0,0,0,0,0,0,0,3609,860.16
0,0,0,0,0,0,1,0,3644,1064.96
0,0,0,0,1,0,0,0,3687,983.04
0,1,0,0,0,0,0,0,3804,512.0
0,0,1,0,0,0,0,0,3906,1146.88
0,1,0,0,0,0,0,0,489,563.2
0,0,0,0,0,0,1,0,640,491.52
0,0,0,1,0,0,0,0,689,378.88
0,0,0,0,0,0,1,0,758,614.4
0,0,0,0,0,0,1,0,815,532.48
0,0,1,0,0,0,0,0,995,583.68
0,0,0,0,0,0,0,0,1062,307.2
0,0,0,0,0,0,0,0,11,522.24
0,0,0,0,0,0,0,0,1203,460.8
0,0,0,0,0,0,0,0,1255,542.72
0,0,0,0,0,0,0,0,126,409.6
0,0,0,0,0,0,0,0,1271,522.24
0,0,0,0,0,0,0,0,1367,450.56
0,0,0,0,0,0,0,0,1502,757.76
0,0,0,0,0,0,0,0,1597,819.2
0,0,0,0,0,0,0,0,1672,798.72
0,0,0,0,0,0,0,0,1722,757.76
0,0,0,0,0,0,0,0,1774,798.72
0,0,0,0,0,0,0,0,1780,788.48
0,0,0,0,0,0,0,0,1838,727.04
0,0,0,0,0,0,0,0,2137,942.08
0,0,0,0,0,0,0,0,2142,409.6
0,0,0,0,0,0,0,0,2401,481.28
0,0,0,0,0,0,0,0,243,225.28
0,0,0,0,0,0,0,0,2596,768.0
0,0,0,0,0,0,0,0,2689,819.2
0,0,0,0,0,0,0,0,3062,655.36
0,0,0,0,0,0,0,0,3171,952.32
0,0,0,0,0,0,0,0,3324,1003.52
0,0,0,0,0,0,0,0,3371,860.16
0,0,0,0,0,0,0,0,3374,983.04
0,0,0,0,0,0,0,0,3392,880.64
0,0,0,0,0,0,0,0,3445,870.4
0,0,0,0,0,0,0,0,3467,993.28
0,0,0,0,0,0,0,0,3516,1064.96
0,0,0,0,0,0,0,0,3526,798.72
0,0,0,0,0,0,0,0,3531,942.08
0,0,0,0,0,0,0,0,3555,1095.68
0,0,0,0,0,0,0,0,3641,1167.36
0,0,0,0,0,0,0,0,3648,808.96
0,0,0,0,0,0,0,0,3740,1085.44
0,0,0,0,0,0,0,0,3871,819.2
0,0,0,0,0,0,0,0,393,450.56
0,0,0,0,0,0,0,0,3959,798.72
0,0,0,0,0,0,0,0,3983,972.8
0,0,0,0,0,0,0,0,402,481.28
0,0,0,0,0,0,0,0,4067,1064.96
0,0,0,0,0,0,0,0,4093,1013.76
0,0,0,0,0,0,0,0,52,450.56
0,0,0,0,0,0,0,0,635,583.68
0,0,0,0,0,0,0,0,708,204.8
0,0,0,0,0,0,0,0,767,327.68
0,0,0,0,0,0,0,0,778,440.32
0,0,0,0,0,0,0,0,972,409.6
